provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
130002,"3 Rivers Telephone Cooperative, Inc.",10,Copper,4492,5668,4492,5668
130002,"3 Rivers Telephone Cooperative, Inc.",50,Fiber to the Premises,18703,23303,18703,23303
130008,Ace Telephone Association,10,Copper,31925,38089,31925,38089
130008,Ace Telephone Association,50,Fiber to the Premises,26044,32879,26044,32879
130008,Ace Telephone Association,70,Unlicensed Fixed Wireless,5841,6546,5841,6546
130008,Ace Telephone Association,72,LBR Fixed Wireless,2452,2741,2452,2741
130011,"Adak Eagle Enterprises, LLC",50,Fiber to the Premises,297,297,33,33
130012,Adams Telephone Co-Operative,50,Fiber to the Premises,31068,39218,31068,39218
130017,Agate Mutual Telephone Cooperative Association,10,Copper,86,89,86,89
130017,Agate Mutual Telephone Cooperative Association,50,Fiber to the Premises,86,92,86,92
130018,"Agri-Valley Communications, Inc.",10,Copper,4966,5544,1205,1537
130018,"Agri-Valley Communications, Inc.",50,Fiber to the Premises,5875,6814,1211,1815
130019,"Air Advantage, LLC",50,Fiber to the Premises,2470,3128,2470,3128
130019,"Air Advantage, LLC",70,Unlicensed Fixed Wireless,6980,8615,5923,7519
130019,"Air Advantage, LLC",72,LBR Fixed Wireless,33356,41071,33356,41071
130029,"Alaska Power & Telephone, Inc.",10,Copper,4978,5003,864,874
130029,"Alaska Power & Telephone, Inc.",50,Fiber to the Premises,2373,2536,452,459
130029,"Alaska Power & Telephone, Inc.",70,Unlicensed Fixed Wireless,100,100,47,47
130030,"AlaWeb, Inc.",50,Fiber to the Premises,16432,17882,16432,17882
130031,Albany Mutual Telephone Association,10,Copper,54,63,54,63
130031,Albany Mutual Telephone Association,50,Fiber to the Premises,4410,5248,4410,5248
130032,"Albion Telephone Company, Inc.",10,Copper,1532,1610,1532,1610
130032,"Albion Telephone Company, Inc.",50,Fiber to the Premises,5092,5350,6468,10377
130032,"Albion Telephone Company, Inc.",70,Unlicensed Fixed Wireless,607,627,607,627
130034,"Alenco Communications, Inc.",10,Copper,10,28,10,28
130034,"Alenco Communications, Inc.",50,Fiber to the Premises,16276,19240,16276,19240
130034,"Alenco Communications, Inc.",70,Unlicensed Fixed Wireless,56771,64678,56771,64678
130034,"Alenco Communications, Inc.",71,Licensed Fixed Wireless,3019,3513,3019,3513
130035,Algona Municipal Utilities,40,Cable,2055,2147,159,176
130035,Algona Municipal Utilities,50,Fiber to the Premises,553,576,236,325
130036,"Alhambra-Grantfork Communications, Inc.",40,Cable,365,391,365,391
130036,"Alhambra-Grantfork Communications, Inc.",50,Fiber to the Premises,2974,3098,2974,3098
130037,"All West Communications, Inc.",10,Copper,8123,8318,8123,8318
130037,"All West Communications, Inc.",40,Cable,20043,25386,20043,25386
130037,"All West Communications, Inc.",50,Fiber to the Premises,19937,23996,19937,23996
130037,"All West Communications, Inc.",70,Unlicensed Fixed Wireless,84,84,84,84
130039,"Allen's TV Cable Service, Inc.",40,Cable,20269,24249,20269,24249
130039,"Allen's TV Cable Service, Inc.",50,Fiber to the Premises,5133,6150,5133,6150
130040,"Alliance Communications Cooperative, Inc.",50,Fiber to the Premises,20535,26282,20535,26282
130043,Alma Communications Company,50,Fiber to the Premises,292,296,99,99
130043,Alma Communications Company,70,Unlicensed Fixed Wireless,185,190,52,56
130044,"Alma Telecom, Inc.",10,Copper,5079,5685,5079,5685
130044,"Alma Telecom, Inc.",40,Cable,12108,13387,12108,13387
130044,"Alma Telecom, Inc.",50,Fiber to the Premises,7685,8818,7685,8818
130045,"Alpine Communications, LLC",10,Copper,844,952,844,952
130045,"Alpine Communications, LLC",50,Fiber to the Premises,6463,6678,6463,6678
130045,"Alpine Communications, LLC",72,LBR Fixed Wireless,458,504,458,504
130046,Alta Municipal Utilities,40,Cable,766,858,124,148
130057,"Amery Telcom, Inc.",10,Copper,137,140,137,140
130057,"Amery Telcom, Inc.",40,Cable,5024,5611,5024,5611
130057,"Amery Telcom, Inc.",50,Fiber to the Premises,13296,14502,13296,14502
130058,Amherst Telephone Company,10,Copper,1121,1266,1121,1266
130058,Amherst Telephone Company,50,Fiber to the Premises,15312,17292,15312,17292
130059,"Amplex Electric, Inc.",10,Copper,62,73,62,73
130059,"Amplex Electric, Inc.",50,Fiber to the Premises,7966,8436,7966,8436
130059,"Amplex Electric, Inc.",70,Unlicensed Fixed Wireless,3005,3345,3005,3345
130059,"Amplex Electric, Inc.",71,Licensed Fixed Wireless,144948,183236,144948,183236
130059,"Amplex Electric, Inc.",72,LBR Fixed Wireless,2897,3062,2897,3062
130065,Arapahoe Telephone Company,10,Copper,2367,2578,2367,2578
130065,Arapahoe Telephone Company,40,Cable,380,389,380,389
130065,Arapahoe Telephone Company,50,Fiber to the Premises,1209,1254,1209,1254
130065,Arapahoe Telephone Company,70,Unlicensed Fixed Wireless,10909,12185,10909,12185
130065,Arapahoe Telephone Company,71,Licensed Fixed Wireless,34796,40391,34798,40393
130065,Arapahoe Telephone Company,72,LBR Fixed Wireless,1604,1774,1604,1774
130067,"Arctic Slope Telephone Association Cooperative, Inc.",10,Copper,288,292,106,107
130067,"Arctic Slope Telephone Association Cooperative, Inc.",50,Fiber to the Premises,1896,2037,631,657
130068,"Synergy Technology Partners, inc.",10,Copper,6146,6673,6146,6673
130068,"Synergy Technology Partners, inc.",50,Fiber to the Premises,51452,56587,51452,56587
130069,"Arkansas Telephone Company, Inc.",10,Copper,5440,5656,765,1025
130069,"Arkansas Telephone Company, Inc.",50,Fiber to the Premises,2907,2998,380,567
130070,"Spectracomm, Inc.",50,Fiber to the Premises,6233,6487,6233,6487
130071,"Armstrong Holdings, Inc.",10,Copper,12761,14286,12761,14286
130071,"Armstrong Holdings, Inc.",40,Cable,357383,431664,357383,431664
130071,"Armstrong Holdings, Inc.",50,Fiber to the Premises,116996,140290,119128,143432
130073,Arthur Mutual Telephone Company,50,Fiber to the Premises,2427,2503,2427,2503
130074,"Arvig Enterprises, Inc.",10,Copper,51179,57948,51179,57948
130074,"Arvig Enterprises, Inc.",40,Cable,34105,39391,34105,39391
130074,"Arvig Enterprises, Inc.",50,Fiber to the Premises,48182,56814,48182,56814
130074,"Arvig Enterprises, Inc.",70,Unlicensed Fixed Wireless,40916,55511,40916,55511
130074,"Arvig Enterprises, Inc.",72,LBR Fixed Wireless,20517,28554,20517,28554
130077,AT&T Inc.,10,Copper,26185598,38127578,26185598,38127578
130077,AT&T Inc.,50,Fiber to the Premises,15187826,18763189,15187826,18763189
130077,AT&T Inc.,71,Licensed Fixed Wireless,9950766,15353730,9950766,15353730
130079,"Radiate Holdings, LP",10,Copper,7981,38162,7981,38162
130079,"Radiate Holdings, LP",40,Cable,2318289,4594173,2318289,4594173
130079,"Radiate Holdings, LP",50,Fiber to the Premises,232552,687432,232552,687432
130081,"ATN International, Inc.",10,Copper,100415,152407,11316,25614
130081,"ATN International, Inc.",40,Cable,33453,34221,51,536
130081,"ATN International, Inc.",50,Fiber to the Premises,1244,2854,654,2528
130081,"ATN International, Inc.",70,Unlicensed Fixed Wireless,9671,11049,1251,2158
130081,"ATN International, Inc.",71,Licensed Fixed Wireless,530275,668542,49722,103296
130082,Atlantic Telephone Membership Corporation,40,Cable,35351,38164,35351,38164
130082,Atlantic Telephone Membership Corporation,50,Fiber to the Premises,70453,79551,70453,79551
130083,"Atlas Telephone Company, Inc.",10,Copper,20,24,2,4
130083,"Atlas Telephone Company, Inc.",50,Fiber to the Premises,824,860,219,251
130084,"Atwood Cable Systems, Inc.",40,Cable,797,841,797,841
130084,"Atwood Cable Systems, Inc.",50,Fiber to the Premises,43,55,43,55
130087,Ayersville Telephone Company,10,Copper,1042,1069,74,92
130087,Ayersville Telephone Company,50,Fiber to the Premises,656,675,64,75
130090,"Baca Valley Telephone Company, Inc.",10,Copper,814,944,814,944
130090,"Baca Valley Telephone Company, Inc.",50,Fiber to the Premises,889,1149,889,1149
130090,"Baca Valley Telephone Company, Inc.",70,Unlicensed Fixed Wireless,3949,4564,3949,4564
130090,"Baca Valley Telephone Company, Inc.",72,LBR Fixed Wireless,298,317,298,317
130092,"Baldwin Nashville Telephone Company, Inc.",50,Fiber to the Premises,476,498,476,498
130093,"Baldwin Telecom, Inc.",40,Cable,1233,1377,1287,1420
130093,"Baldwin Telecom, Inc.",50,Fiber to the Premises,11770,13551,12096,13965
130094,"Ballard Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,6769,7370,6769,7370
130095,Baraga Telephone Company Inc.,10,Copper,6064,7335,6064,7335
130095,Baraga Telephone Company Inc.,50,Fiber to the Premises,6092,8104,6092,8104
130096,Barnes City Cooperative Telephone Company,10,Copper,225,234,225,234
130097,Barry County Services Company,10,Copper,4716,4847,0,0
130097,Barry County Services Company,50,Fiber to the Premises,3811,3848,472,602
130097,Barry County Services Company,72,LBR Fixed Wireless,15287,16160,15287,16160
130098,Bascom Mutual Telephone Company,50,Fiber to the Premises,4414,5052,4414,5052
130098,Bascom Mutual Telephone Company,70,Unlicensed Fixed Wireless,10713,11959,10713,11959
130098,Bascom Mutual Telephone Company,71,Licensed Fixed Wireless,29421,32793,29421,32793
130103,"Beamspeed, LLC",40,Cable,2062,2327,2062,2327
130103,"Beamspeed, LLC",50,Fiber to the Premises,3690,4838,3690,4838
130103,"Beamspeed, LLC",71,Licensed Fixed Wireless,116887,161412,116887,161412
130104,Beaver Creek Cooperative Telephone Company,10,Copper,5342,5853,5342,5853
130104,Beaver Creek Cooperative Telephone Company,40,Cable,4372,4659,4372,4659
130104,Beaver Creek Cooperative Telephone Company,50,Fiber to the Premises,173,477,173,477
130105,"Bee Creek Communications, Inc.",70,Unlicensed Fixed Wireless,58417,71750,58417,71750
130105,"Bee Creek Communications, Inc.",72,LBR Fixed Wireless,32016,40538,32016,40538
130106,Beehive Telephone Companies,10,Copper,382,393,382,393
130106,Beehive Telephone Companies,40,Cable,13,13,13,13
130106,Beehive Telephone Companies,50,Fiber to the Premises,143654,170483,143654,170483
130106,Beehive Telephone Companies,70,Unlicensed Fixed Wireless,23672,26304,23672,26304
130107,"Beggs Telephone Company, Inc.",10,Copper,1274,1356,226,303
130107,"Beggs Telephone Company, Inc.",50,Fiber to the Premises,612,647,164,199
130108,BEK Communications Cooperative,10,Copper,443,480,443,480
130108,BEK Communications Cooperative,50,Fiber to the Premises,17405,19503,17405,19503
130112,"Ben Lomand Rural Telephone Coop., Inc.",10,Copper,2270,3465,462,1066
130112,"Ben Lomand Rural Telephone Coop., Inc.",50,Fiber to the Premises,53566,58419,7884,11989
130114,BW Telcom,10,Copper,132,132,132,132
130114,BW Telcom,50,Fiber to the Premises,2472,2502,2472,2502
130115,Benton Cooperative Telephone Company,10,Copper,24,29,24,29
130115,Benton Cooperative Telephone Company,40,Cable,1784,2504,1784,2504
130115,Benton Cooperative Telephone Company,50,Fiber to the Premises,7648,8402,7648,8402
130116,Benton Ridge Telephone Company,50,Fiber to the Premises,9411,11693,9411,11693
130116,Benton Ridge Telephone Company,70,Unlicensed Fixed Wireless,495782,581834,495782,581834
130116,Benton Ridge Telephone Company,71,Licensed Fixed Wireless,1072626,1274384,1072626,1274384
130118,Beresford Municipal Telephone Company,50,Fiber to the Premises,1021,1204,1021,1204
130119,Bergen Telephone Company,50,Fiber to the Premises,182,225,182,225
130120,"Bernard Telephone Company, Inc.",50,Fiber to the Premises,1369,1408,1369,1408
130120,"Bernard Telephone Company, Inc.",70,Unlicensed Fixed Wireless,3905,4269,3905,4269
130122,Biddeford Internet Corporation,10,Copper,1420,5548,423,3662
130122,Biddeford Internet Corporation,50,Fiber to the Premises,1401,4178,722,3405
130123,"Nevill Holdings, Inc.",10,Copper,708,729,708,729
130123,"Nevill Holdings, Inc.",50,Fiber to the Premises,9557,11168,9557,11168
130123,"Nevill Holdings, Inc.",60,GSO Satellite,862,869,862,869
130123,"Nevill Holdings, Inc.",70,Unlicensed Fixed Wireless,16207,19067,16207,19067
130123,"Nevill Holdings, Inc.",71,Licensed Fixed Wireless,12231,14818,12231,14818
130124,"Big River Telephone, LLC",10,Copper,28,50,65,172
130124,"Big River Telephone, LLC",50,Fiber to the Premises,3402,4064,276,523
130124,"Big River Telephone, LLC",70,Unlicensed Fixed Wireless,1838,1970,115,147
130126,Bijou Telephone Cooperative Association Inc.,10,Copper,77,80,77,80
130126,Bijou Telephone Cooperative Association Inc.,50,Fiber to the Premises,1903,1966,1903,1966
130126,Bijou Telephone Cooperative Association Inc.,70,Unlicensed Fixed Wireless,12306,13148,12306,13148
130130,Bixby Telephone Company,10,Copper,7205,10388,1115,1959
130130,Bixby Telephone Company,50,Fiber to the Premises,8375,14375,2563,5412
130132,"Blackfoot Telephone Cooperative, Inc.",10,Copper,26841,34165,26841,34165
130132,"Blackfoot Telephone Cooperative, Inc.",50,Fiber to the Premises,18302,30511,18302,30511
130132,"Blackfoot Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,710,1408,710,1408
130132,"Blackfoot Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,87,342,87,342
130133,Blanca Telephone Company/Jade Communications LLC,50,Fiber to the Premises,8549,9318,8549,9318
130133,Blanca Telephone Company/Jade Communications LLC,70,Unlicensed Fixed Wireless,10599,12048,10599,12048
130133,Blanca Telephone Company/Jade Communications LLC,71,Licensed Fixed Wireless,2437,2479,2437,2479
130133,Blanca Telephone Company/Jade Communications LLC,72,LBR Fixed Wireless,9301,10665,9301,10665
130134,"Blanchard Telephone Association, Inc.",10,Copper,1315,1491,1315,1491
130134,"Blanchard Telephone Association, Inc.",50,Fiber to the Premises,214,232,214,232
130136,Bledsoe Telephone Cooperative Inc.,10,Copper,14052,14692,14052,14692
130136,Bledsoe Telephone Cooperative Inc.,50,Fiber to the Premises,11725,12261,11725,12261
130137,"Block Communications, Inc.",10,Copper,2,2,2,2
130137,"Block Communications, Inc.",40,Cable,246871,344487,246871,344487
130137,"Block Communications, Inc.",50,Fiber to the Premises,122875,171657,126278,180003
130138,Bloomer Telephone Company,50,Fiber to the Premises,5516,6696,5516,6696
130139,Bloomingdale Home Telephone Company,10,Copper,512,542,157,163
130139,Bloomingdale Home Telephone Company,50,Fiber to the Premises,1560,1829,427,468
130140,"Bloomingdale Telephone Company, Inc.",50,Fiber to the Premises,7620,8289,7620,8289
130141,"Blossom Telephone Co., Inc.",10,Copper,450,540,450,540
130141,"Blossom Telephone Co., Inc.",50,Fiber to the Premises,1260,1561,1260,1561
130142,Rural Communications Holding Corporation,10,Copper,5909,6607,5909,6607
130142,Rural Communications Holding Corporation,50,Fiber to the Premises,22834,25731,22834,25731
130144,"Blue Valley Tele-Communications, Inc.",40,Cable,3288,3408,3288,3408
130144,"Blue Valley Tele-Communications, Inc.",50,Fiber to the Premises,6346,6721,6346,6721
130144,"Blue Valley Tele-Communications, Inc.",70,Unlicensed Fixed Wireless,346,350,346,350
130148,Colonial Telephone Company,10,Copper,1477,1637,1477,1637
130150,Brandenburg Communications Corp.,10,Copper,35286,44655,35286,44655
130150,Brandenburg Communications Corp.,50,Fiber to the Premises,47121,58463,47121,58463
130151,"Strickland Communications, Inc.",50,Fiber to the Premises,9414,11389,9414,11389
130152,Brazoria Telephone Company,10,Copper,2495,2773,2494,2772
130152,Brazoria Telephone Company,40,Cable,6021,6506,6020,6505
130152,Brazoria Telephone Company,50,Fiber to the Premises,5154,5751,5154,5751
130154,Breda Telephone Corp.,50,Fiber to the Premises,15205,16678,15205,16678
130154,Breda Telephone Corp.,70,Unlicensed Fixed Wireless,21,24,21,24
130160,Bristol Bay Telephone Cooperative,10,Copper,1424,1432,1424,1432
130161,Broadband Corp.,50,Fiber to the Premises,316,322,316,322
130161,Broadband Corp.,72,LBR Fixed Wireless,16664,19464,16664,19464
130169,Brooklyn Mutual Telecommunications Cooperative,10,Copper,763,798,2,3
130169,Brooklyn Mutual Telecommunications Cooperative,40,Cable,16,22,0,0
130169,Brooklyn Mutual Telecommunications Cooperative,50,Fiber to the Premises,693,724,78,84
130170,"Bruce Telephone Company, Inc.",10,Copper,930,1139,930,1139
130170,"Bruce Telephone Company, Inc.",50,Fiber to the Premises,1280,1443,1280,1443
130171,Bryan Family Inc.,10,Copper,143,153,143,153
130171,Bryan Family Inc.,50,Fiber to the Premises,113,123,113,123
130176,"Bulloch County Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,26570,38755,26527,38709
130178,"Burke's Garden Telephone Co., Inc.",50,Fiber to the Premises,237,250,237,250
130179,Butler-Bremer Mutual Telephone Company,50,Fiber to the Premises,9548,10096,9548,10096
130183,"Cable One, Inc.",10,Copper,61402,86333,61402,86333
130183,"Cable One, Inc.",40,Cable,2169125,2729961,2169125,2729961
130183,"Cable One, Inc.",50,Fiber to the Premises,211821,275005,162121,223708
130183,"Cable One, Inc.",70,Unlicensed Fixed Wireless,5597,5788,5597,5788
130184,"Cable Services, Inc.",40,Cable,9997,12921,9997,12921
130189,Calaveras Communications Company,10,Copper,2976,3174,2976,3174
130189,Calaveras Communications Company,50,Fiber to the Premises,1563,2057,1563,2057
130189,Calaveras Communications Company,70,Unlicensed Fixed Wireless,130,147,130,147
130192,"Cambridge TelCom, Inc.",10,Copper,1792,1882,1792,1882
130192,"Cambridge TelCom, Inc.",50,Fiber to the Premises,4948,5313,4948,5313
130192,"Cambridge TelCom, Inc.",71,Licensed Fixed Wireless,1044,1093,1044,1093
130193,"Cambridge Telephone Company, Inc.",10,Copper,1568,1597,198,241
130193,"Cambridge Telephone Company, Inc.",50,Fiber to the Premises,514,530,74,86
130193,"Cambridge Telephone Company, Inc.",70,Unlicensed Fixed Wireless,1987,2429,338,601
130193,"Cambridge Telephone Company, Inc.",71,Licensed Fixed Wireless,19,23,2,2
130195,Canadian Valley Telephone Company,10,Copper,1805,1903,1805,1903
130196,Canby Telephone Association,10,Copper,1373,2224,1373,2224
130196,Canby Telephone Association,50,Fiber to the Premises,9134,10877,9134,10877
130199,"Cap Rock Telephone Cooperative, Inc.",10,Copper,289,291,289,291
130199,"Cap Rock Telephone Cooperative, Inc.",50,Fiber to the Premises,6402,7118,6402,7118
130201,Carnegie Telephone Company,10,Copper,359,362,359,362
130201,Carnegie Telephone Company,50,Fiber to the Premises,2415,2578,2415,2578
130201,Carnegie Telephone Company,70,Unlicensed Fixed Wireless,476,486,305,310
130201,Carnegie Telephone Company,72,LBR Fixed Wireless,110,111,110,111
130203,"Carr Communications, Inc.",10,Copper,3612,3849,3612,3849
130204,Cascade Communications Company,50,Fiber to the Premises,3730,4228,3730,4228
130206,Day Management Corporation,10,Copper,14814,19046,14814,19046
130206,Day Management Corporation,40,Cable,2,14,2,14
130206,Day Management Corporation,50,Fiber to the Premises,20652,25419,20652,25419
130207,Casey Mutual Telephone Company,10,Copper,90,90,90,90
130207,Casey Mutual Telephone Company,50,Fiber to the Premises,1325,1358,1325,1358
130208,"Cass Communications Management, Inc.",40,Cable,17312,19384,17312,19384
130208,"Cass Communications Management, Inc.",50,Fiber to the Premises,27953,31629,28212,32014
130208,"Cass Communications Management, Inc.",70,Unlicensed Fixed Wireless,4119,4757,4119,4757
130208,"Cass Communications Management, Inc.",71,Licensed Fixed Wireless,12509,13887,12509,13887
130210,Castleberry Communications,10,Copper,1173,1320,1173,1320
130218,Cedar Falls Municipal Communications Utility,50,Fiber to the Premises,13417,17607,13417,17607
130218,Cedar Falls Municipal Communications Utility,70,Unlicensed Fixed Wireless,232,234,232,234
130223,"Center Junction Telephone Company, Inc.",50,Fiber to the Premises,188,191,188,191
130224,"Central Arkansas Telephone Cooperative, Inc.",10,Copper,2,2,2,2
130224,"Central Arkansas Telephone Cooperative, Inc.",50,Fiber to the Premises,4716,5089,4716,5089
130226,"Central Oklahoma Telephone Co., LLC",10,Copper,3060,3314,3060,3314
130226,"Central Oklahoma Telephone Co., LLC",50,Fiber to the Premises,2815,3033,2815,3033
130227,"Central Texas Telephone Cooperative, Inc.",10,Copper,8749,9789,8749,9789
130227,"Central Texas Telephone Cooperative, Inc.",50,Fiber to the Premises,11551,12694,11551,12694
130228,"Lumen Technologies, Inc.",10,Copper,10606915,14813246,10606891,14813155
130228,"Lumen Technologies, Inc.",50,Fiber to the Premises,2460249,3301844,2460248,3301843
130228,"Lumen Technologies, Inc.",71,Licensed Fixed Wireless,313,352,313,352
130228,"Lumen Technologies, Inc.",72,LBR Fixed Wireless,832,946,832,946
130233,Chapin Communications Corporation,10,Copper,4014,4770,4014,4770
130233,Chapin Communications Corporation,50,Fiber to the Premises,2438,2981,2438,2981
130234,Chariton Valley Telephone Corporation,10,Copper,278,281,54,56
130234,Chariton Valley Telephone Corporation,50,Fiber to the Premises,24390,27070,5317,7495
130235,Charter Communications,40,Cable,33101959,47720104,2777793,8886261
130235,Charter Communications,50,Fiber to the Premises,757168,1088516,549094,2127670
130238,Chazy & Westport Telephone Corp.,10,Copper,311,329,311,329
130238,Chazy & Westport Telephone Corp.,50,Fiber to the Premises,3528,3950,3528,3950
130239,"Chequamegon Communications Cooperative, Inc.",10,Copper,2177,2942,659,1309
130239,"Chequamegon Communications Cooperative, Inc.",50,Fiber to the Premises,17387,20142,3567,5415
130240,Cherokee Telephone Company,10,Copper,8443,10019,1705,2431
130240,Cherokee Telephone Company,50,Fiber to the Premises,693,789,29,31
130242,"TruVista Communications, Inc.",10,Copper,7751,8627,7751,8627
130242,"TruVista Communications, Inc.",40,Cable,38327,45325,38327,45325
130242,"TruVista Communications, Inc.",50,Fiber to the Premises,29777,33555,29777,33555
130243,Cheyenne River Sioux Tribe Telephone Authority,50,Fiber to the Premises,3462,3650,3462,3650
130244,"Chibardun Telephone Cooperative, Inc.",10,Copper,4962,6790,4962,6790
130244,"Chibardun Telephone Cooperative, Inc.",50,Fiber to the Premises,15148,18283,15148,18283
130245,Chickasaw Holding Company,10,Copper,18550,25128,17570,24054
130245,Chickasaw Holding Company,50,Fiber to the Premises,3381,3705,3381,3705
130250,Christensen Communications Company,10,Copper,789,845,789,845
130250,Christensen Communications Company,50,Fiber to the Premises,988,1212,988,1212
130250,Christensen Communications Company,71,Licensed Fixed Wireless,2458,2613,2458,2613
130252,"Churchill County, State of Nevada",10,Copper,691,861,691,861
130252,"Churchill County, State of Nevada",50,Fiber to the Premises,10746,12380,10746,12380
130254,Cincinnati Bell Inc.,10,Copper,172457,460662,172457,460662
130254,Cincinnati Bell Inc.,40,Cable,1356,2634,0,0
130254,Cincinnati Bell Inc.,50,Fiber to the Premises,799777,992751,799778,992752
130254,Cincinnati Bell Inc.,70,Unlicensed Fixed Wireless,536296,721019,0,0
130254,Cincinnati Bell Inc.,71,Licensed Fixed Wireless,0,0,184697,232444
130254,Cincinnati Bell Inc.,72,LBR Fixed Wireless,202063,246258,0,0
130258,Frontier Communications Corporation,10,Copper,2702443,3584288,275672,726715
130258,Frontier Communications Corporation,50,Fiber to the Premises,4806990,5697068,139927,427810
130258,Frontier Communications Corporation,70,Unlicensed Fixed Wireless,6473,6912,910,1283
130259,Citizens Mutual Telephone Cooperative,50,Fiber to the Premises,6337,6592,6337,6592
130263,Green Hills Telephone Corporation,10,Copper,6314,6668,6314,6668
130263,Green Hills Telephone Corporation,40,Cable,5992,6586,5992,6586
130263,Green Hills Telephone Corporation,50,Fiber to the Premises,5230,5885,5230,5885
130263,Green Hills Telephone Corporation,71,Licensed Fixed Wireless,231,240,231,240
130264,Citizens Telephone Company of Kecksburg,50,Fiber to the Premises,11267,13338,11267,13338
130265,Citizens Mutual Telephone Cooperative (GA),10,Copper,2596,2970,2596,2970
130265,Citizens Mutual Telephone Cooperative (GA),40,Cable,1553,1679,1553,1679
130265,Citizens Mutual Telephone Cooperative (GA),50,Fiber to the Premises,4950,6101,4950,6101
130266,Citizens Telephone Cooperative (VA),10,Copper,7706,9129,7707,9130
130266,Citizens Telephone Cooperative (VA),40,Cable,2639,2770,2639,2770
130266,Citizens Telephone Cooperative (VA),50,Fiber to the Premises,7933,9402,7978,9654
130267,"Citizens Telephone Cooperative, Inc. (WI)",10,Copper,1540,1871,1540,1871
130267,"Citizens Telephone Cooperative, Inc. (WI)",50,Fiber to the Premises,7088,8513,7088,8513
130268,Citizens Telephone Corporation,50,Fiber to the Premises,2919,3023,2919,3023
130268,Citizens Telephone Corporation,70,Unlicensed Fixed Wireless,2190,2260,2190,2260
130269,"Citizens Telephone Company of Hammond NY, Inc.",10,Copper,954,985,954,985
130269,"Citizens Telephone Company of Hammond NY, Inc.",50,Fiber to the Premises,7462,8415,7453,8406
130270,City of Barnesville Municipal Telephone,50,Fiber to the Premises,1085,1375,1085,1375
130271,City of Brookings Telephone Fund,10,Copper,155,1430,155,1430
130271,City of Brookings Telephone Fund,50,Fiber to the Premises,6660,10133,6660,10133
130272,City of Cairo,40,Cable,469,580,469,580
130272,City of Cairo,50,Fiber to the Premises,0,0,4,6
130274,City of Faith Municipal Telephone Company,50,Fiber to the Premises,205,205,75,75
130275,City of Ketchikan,10,Copper,4702,7605,4702,7605
130275,City of Ketchikan,50,Fiber to the Premises,4690,7650,4690,7650
130275,City of Ketchikan,70,Unlicensed Fixed Wireless,2,2,2,2
130278,City of San Bruno,40,Cable,5471,9134,92,92
130278,City of San Bruno,50,Fiber to the Premises,1008,1664,0,0
130279,City of Scottsburg,50,Fiber to the Premises,3481,4327,16,21
130279,City of Scottsburg,70,Unlicensed Fixed Wireless,12892,14529,12892,14529
130281,City of Thomasville Utilities,40,Cable,739,973,739,973
130281,City of Thomasville Utilities,50,Fiber to the Premises,0,0,56,169
130282,City of Wadsworth,40,Cable,9359,12646,9359,12646
130282,City of Wadsworth,50,Fiber to the Premises,0,0,110,272
130283,City of Windom,50,Fiber to the Premises,2189,2472,2189,2472
130285,"Clarence Telephone Company, Inc.",50,Fiber to the Premises,2029,2142,2029,2142
130287,Clarksville Mutual Telephone Company,10,Copper,271,271,271,271
130288,"Clay County Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,21440,22380,21440,22380
130289,Clear Creek Mutual Telephone Company,10,Copper,129,142,129,142
130289,Clear Creek Mutual Telephone Company,40,Cable,3540,3892,3540,3892
130290,Clear Lake Independent Telephone Company,50,Fiber to the Premises,6494,8501,6494,8501
130291,"Clear Lake Telephone Company, Inc.",50,Fiber to the Premises,3274,3654,3375,3819
130292,"Clear Rate Communications, LLC",10,Copper,0,0,81168,135812
130292,"Clear Rate Communications, LLC",50,Fiber to the Premises,0,0,113183,198980
130302,C-M-L Telephone Cooperative Association,50,Fiber to the Premises,1543,1700,1543,1700
130303,Coast Communications Co. Inc.,40,Cable,7321,8025,7321,8025
130303,Coast Communications Co. Inc.,50,Fiber to the Premises,1,2,2,3
130305,Cochrane Cooperative Telephone Company,50,Fiber to the Premises,2046,2285,503,611
130307,"Coleman County Telephone Cooperative, Inc.",10,Copper,644,725,644,725
130307,"Coleman County Telephone Cooperative, Inc.",50,Fiber to the Premises,3491,3845,3491,3845
130307,"Coleman County Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,7993,8577,7993,8577
130307,"Coleman County Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,8336,8930,8336,8930
130309,COLI Inc.,50,Fiber to the Premises,2039,2127,2039,2127
130309,COLI Inc.,70,Unlicensed Fixed Wireless,40769,53381,40769,53381
130309,COLI Inc.,72,LBR Fixed Wireless,28587,39183,28587,39183
130310,Colo Telephone Company,50,Fiber to the Premises,1461,1684,1461,1684
130311,"Colorado Valley Telephone Cooperative, Inc.",10,Copper,5810,6832,5810,6832
130311,"Colorado Valley Telephone Cooperative, Inc.",50,Fiber to the Premises,7496,8841,7496,8841
130311,"Colorado Valley Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,24485,28325,24485,28325
